计费项,链路规格及场景,按量付费单价,单位,地域
"迁移链路费用","Compact 同Region","1.43","元/小时","中国香港"
"迁移链路费用","Compact 同Region","1.55","元/小时","亚太东南（雅加达）"
"迁移链路费用","Compact 同Region","0.95","元/小时","华东2（上海）"
"迁移链路费用","Compact 同Region","0.95","元/小时","华南1（广州）"
"迁移链路费用","Compact 同Region","0.95","元/小时","华北2（北京）"
"迁移链路费用","Compact 同Region","1.43","元/小时","亚太东南（柔佛）"
"迁移链路费用","Compact 跨Region","1.98","元/小时","中国香港"
"迁移链路费用","Compact 跨Region","2.17","元/小时","亚太东南（雅加达）"
"迁移链路费用","Compact 跨Region","1.32","元/小时","华东2（上海）"
"迁移链路费用","Compact 跨Region","1.32","元/小时","华南1（广州）"
"迁移链路费用","Compact 跨Region","1.32","元/小时","华北2（北京）"
"迁移链路费用","Compact 跨Region","1.99","元/小时","亚太东南（柔佛）"
"迁移链路费用","Standard 同Region","3","元/小时","华东2（上海）"
"迁移链路费用","Standard 同Region","3","元/小时","华南1（广州）"
"迁移链路费用","Standard 同Region","3","元/小时","华北2（北京）"
"迁移链路费用","Standard 同Region","4.5","元/小时","亚太东南（柔佛）"
"迁移链路费用","Standard 同Region","4.5","元/小时","中国香港"
"迁移链路费用","Standard 同Region","5.32","元/小时","亚太东南（雅加达）"
"迁移链路费用","Standard 跨Region","4.15","元/小时","华东2（上海）"
"迁移链路费用","Standard 跨Region","4.15","元/小时","华南1（广州）"
"迁移链路费用","Standard 跨Region","4.15","元/小时","华北2（北京）"
"迁移链路费用","Standard 跨Region","6.3","元/小时","亚太东南（柔佛）"
"迁移链路费用","Standard 跨Region","6.23","元/小时","中国香港"
"迁移链路费用","Standard 跨Region","7.45","元/小时","亚太东南（雅加达）"
"私网流量费用","-","0","元/GiB","中国香港"
"私网流量费用","-","0","元/GiB","亚太东南（雅加达）"
"私网流量费用","-","0","元/GiB","亚太东南（柔佛）"
"私网流量费用","-","0","元/GiB","华北2（北京）"
"私网流量费用","-","0","元/GiB","华南1（广州）"
"私网流量费用","-","0","元/GiB","华东2（上海）"
"公网流量费用","- ","0","元/GiB","亚太东南（柔佛）"
"公网流量费用","- ","0","元/GiB","华北2（北京）"
"公网流量费用","- ","0","元/GiB","华南1（广州）"
"公网流量费用","- ","0","元/GiB","华东2（上海）"
"公网流量费用","- ","0","元/GiB","亚太东南（雅加达）"
"公网流量费用","- ","0","元/GiB","中国香港"
,
,
,
计费项,链路规格及场景,按量付费单价,包月单价,包年单价,包2年单价,包3年单价,地域
"同步链路费用","Compact 同Region","0.95","456","5472","10944","16416","华南1（广州）"
"同步链路费用","Compact 同Region","1.07","511","6132","12264","18396","亚太东南（柔佛）"
"同步链路费用","Compact 同Region","0.95","456","5472","10944","16416","华北2（北京）"
"同步链路费用","Compact 同Region","0.95","456","5472","10944","16416","华东2（上海）"
"同步链路费用","Compact 同Region","1.67","810","9720","19440","29160","亚太东南（雅加达）"
"同步链路费用","Compact 同Region","1.07","511","6132","12264","18396","中国香港"
"同步链路费用","Compact 跨Region","1.49","710","8520","17040","25560","亚太东南（柔佛）"
"同步链路费用","Compact 跨Region","1.32","633","7596","15192","22788","华北2（北京）"
"同步链路费用","Compact 跨Region","1.32","633","7596","15192","22788","华南1（广州）"
"同步链路费用","Compact 跨Region","1.32","633","7596","15192","22788","华东2（上海）"
"同步链路费用","Compact 跨Region","2.34","1134","13608","27216","40824","亚太东南（雅加达）"
"同步链路费用","Compact 跨Region","1.48","709","8508","17016","25524","中国香港"
"同步链路费用","Compact 同Region（双向同步）","2.14","1022","12264","24528","36792","亚太东南（柔佛）"
"同步链路费用","Compact 同Region（双向同步）","1.9","912","10944","21888","32832","华北2（北京）"
"同步链路费用","Compact 同Region（双向同步）","1.9","912","10944","21888","32832","华南1（广州）"
"同步链路费用","Compact 同Region（双向同步）","1.9","912","10944","21888","32832","华东2（上海）"
"同步链路费用","Compact 同Region（双向同步）","3.35","1620","19440","38880","58320","亚太东南（雅加达）"
"同步链路费用","Compact 同Region（双向同步）","2.13","1021","12252","24504","36756","中国香港"
"同步链路费用","Compact 跨Region（双向同步）","2.98","1420","17040","34080","51120","亚太东南（柔佛）"
"同步链路费用","Compact 跨Region（双向同步）","2.64","1266","15192","30384","45576","华北2（北京）"
"同步链路费用","Compact 跨Region（双向同步）","2.64","1266","15192","30384","45576","华南1（广州）"
"同步链路费用","Compact 跨Region（双向同步）","2.64","1266","15192","30384","45576","华东2（上海）"
"同步链路费用","Compact 跨Region（双向同步）","4.69","2268","27216","54432","81648","亚太东南（雅加达）"
"同步链路费用","Compact 跨Region（双向同步）","2.96","1418","17016","34032","51048","中国香港"
"同步链路费用","Standard 同Region","4.05","1944","23328","46656","69984","亚太东南（雅加达）"
"同步链路费用","Standard 同Region","3.36","1613","19356","38712","58068","中国香港"
"同步链路费用","Standard 同Region","3.36","1613","19356","38712","58068","亚太东南（柔佛）"
"同步链路费用","Standard 同Region","3","1440","17280","34560","51840","华北2（北京）"
"同步链路费用","Standard 同Region","3","1440","17280","34560","51840","华南1（广州）"
"同步链路费用","Standard 同Region","3","1440","17280","34560","51840","华东2（上海）"
"同步链路费用","Standard 跨Region","5.67","2722","32664","65328","97992","亚太东南（雅加达）"
"同步链路费用","Standard 跨Region","4.65","2229","26748","53496","80244","中国香港"
"同步链路费用","Standard 跨Region","4.67","2242","26904","53808","80712","亚太东南（柔佛）"
"同步链路费用","Standard 跨Region","4.15","1990","23880","47760","71640","华北2（北京）"
"同步链路费用","Standard 跨Region","4.15","1990","23880","47760","71640","华南1（广州）"
"同步链路费用","Standard 跨Region","4.15","1990","23880","47760","71640","华东2（上海）"
"同步链路费用","Standard 同Region（双向同步）","8.1","3888","46656","93312","139968","亚太东南（雅加达）"
"同步链路费用","Standard 同Region（双向同步）","6.72","3226","38712","77424","116136","中国香港"
"同步链路费用","Standard 同Region（双向同步）","6.72","3226","38712","77424","116136","亚太东南（柔佛）"
"同步链路费用","Standard 同Region（双向同步）","6","2880","34560","69120","103680","华北2（北京）"
"同步链路费用","Standard 同Region（双向同步）","6","2880","34560","69120","103680","华南1（广州）"
"同步链路费用","Standard 同Region（双向同步）","6","2880","34560","69120","103680","华东2（上海）"
"同步链路费用","Standard 跨Region（双向同步）","11.34","5443","65316","130632","195948","亚太东南（雅加达）"
"同步链路费用","Standard 跨Region（双向同步）","9.3","4458","53496","106992","160488","中国香港"
"同步链路费用","Standard 跨Region（双向同步）","9.34","4484","53808","107616","161424","亚太东南（柔佛）"
"同步链路费用","Standard 跨Region（双向同步）","8.3","3980","47760","95520","143280","华北2（北京）"
"同步链路费用","Standard 跨Region（双向同步）","8.3","3980","47760","95520","143280","华南1（广州）"
"同步链路费用","Standard 跨Region（双向同步）","8.3","3980","47760","95520","143280","华东2（上海）"
"私网流量费用","-","0",-,-,-,-,"亚太东南（柔佛）"
"私网流量费用","-","0",-,-,-,-,"华北2（北京）"
"私网流量费用","-","0",-,-,-,-,"华南1（广州）"
"私网流量费用","-","0",-,-,-,-,"华东2（上海）"
"私网流量费用","-","0",-,-,-,-,"亚太东南（雅加达）"
"私网流量费用","-","0",-,-,-,-,"中国香港"
"公网流量费用","- ","0",-,-,-,-,"中国香港"
"公网流量费用","- ","0",-,-,-,-,"亚太东南（雅加达）"
"公网流量费用","- ","0",-,-,-,-,"亚太东南（柔佛）"
"公网流量费用","- ","0",-,-,-,-,"华北2（北京）"
"公网流量费用","- ","0",-,-,-,-,"华南1（广州）"
"公网流量费用","- ","0",-,-,-,-,"华东2（上海）"
,
,
,
计费项,链路规格,按量付费单价,包月单价,包年单价,包2年单价,包3年单价,地域
"订阅链路费用","Standard","3.98","792","9504","19008","28512","亚太东南（雅加达）"
"订阅链路费用","Standard","1.67","800","9600","19200","28800","中国香港"
"订阅链路费用","Standard","3.6","864","10368","20736","31104","亚太东南（柔佛）"
"订阅链路费用","Standard","3","720","8640","17280","25920","华北2（北京）"
"订阅链路费用","Standard","3","720","8640","17280","25920","华南1（广州）"
"订阅链路费用","Standard","3","720","8640","17280","25920","华东2（上海）"
"数据流量费用","-","0",-,-,-,-,"亚太东南（雅加达）"
"数据流量费用","-","0",-,-,-,-,"中国香港"
"数据流量费用","-","0",-,-,-,-,"亚太东南（柔佛）"
"数据流量费用","-","0",-,-,-,-,"华北2（北京）"
"数据流量费用","-","0",-,-,-,-,"华南1（广州）"
"数据流量费用","-","0",-,-,-,-,"华东2（上海）"
"公网流量费用","-","0",-,-,-,-,"亚太东南（雅加达）"
"公网流量费用","-","0",-,-,-,-,"中国香港"
"公网流量费用","-","0",-,-,-,-,"亚太东南（柔佛）"
"公网流量费用","-","0",-,-,-,-,"华北2（北京）"
"公网流量费用","-","0",-,-,-,-,"华南1（广州）"
"公网流量费用","-","0",-,-,-,-,"华东2（上海）"
