计费项,按量计费（元/小时/CU）,包年包月（元/月/CU）,地域
"服务节点","0.2438","117","华东2（上海）"
"服务节点","0.2438","117","华南1（广州）"
"服务节点","0.2438","117","华北2（北京）"
"服务节点","0.4125","198","亚太东南（柔佛）"
"计算节点（容量型）","0.4063","195","亚太东南（柔佛）"
"计算节点（容量型）","0.3229","155","华北2（北京）"
"计算节点（容量型）","0.3229","155","华南1（广州）"
"计算节点（容量型）","0.3229","155","华东2（上海）"
"计算节点（性能型）","0.4125","198","亚太东南（柔佛）"
"计算节点（性能型）","0.2438","117","华北2（北京）"
"计算节点（性能型）","0.2438","117","华南1（广州）"
"计算节点（性能型）","0.2438","117","华东2（上海）"
,
,
,
计费项,按量计费（元/小时/vCU）,地域
"写入 vCU","0.00002","亚太东南（柔佛）"
"写入 vCU","0.000018","华北2（北京）"
"写入 vCU","0.000018","华南1（广州）"
"写入 vCU","0.000018","华东2（上海）"
"读取 vCU","0.00002","亚太东南（柔佛）"
"读取 vCU","0.000018","华北2（北京）"
"读取 vCU","0.000018","华南1（广州）"
"读取 vCU","0.000018","华东2（上海）"
,
,
,
计费项,按量计费（元/小时/GiB,地域
"存储空间","0.00026","亚太东南（柔佛）"
"存储空间","0.00023","华北2（北京）"
"存储空间","0.00023","华南1（广州）"
"存储空间","0.00023","华东2（上海）"
